id,nombre,apellido,email,direccion,telefono,localidad,fecha_nacimiento,fecha_ingreso,salario,perfil,nivel,anos_experiencia,ingles_avanzado,lider_equipo,teletrabajo,proyectos_completados,certificaciones,horas_capacitacion,Python_exp,Python_proyectos,Python_principal,Java_exp,Java_proyectos,Java_principal,JavaScript_exp,JavaScript_proyectos,JavaScript_principal,React_exp,React_proyectos,React_principal,Angular_exp,Angular_proyectos,Angular_principal,Vue_exp,Vue_proyectos,Vue_principal,Node.js_exp,Node.js_proyectos,Node.js_principal,MongoDB_exp,MongoDB_proyectos,MongoDB_principal,PostgreSQL_exp,PostgreSQL_proyectos,PostgreSQL_principal,MySQL_exp,MySQL_proyectos,MySQL_principal,Docker_exp,Docker_proyectos,Docker_principal,Kubernetes_exp,Kubernetes_proyectos,Kubernetes_principal,AWS_exp,AWS_proyectos,AWS_principal,Azure_exp,Azure_proyectos,Azure_principal,Git_exp,Git_proyectos,Git_principal,Jenkins_exp,Jenkins_proyectos,Jenkins_principal,TensorFlow_exp,TensorFlow_proyectos,TensorFlow_principal,PyTorch_exp,PyTorch_proyectos,PyTorch_principal,Pandas_exp,Pandas_proyectos,Pandas_principal,NumPy_exp,NumPy_proyectos,NumPy_principal,Flask_exp,Flask_proyectos,Flask_principal,Django_exp,Django_proyectos,Django_principal,Spring_exp,Spring_proyectos,Spring_principal,Hibernate_exp,Hibernate_proyectos,Hibernate_principal,TypeScript_exp,TypeScript_proyectos,TypeScript_principal,GraphQL_exp,GraphQL_proyectos,GraphQL_principal,Redis_exp,Redis_proyectos,Redis_principal,Kafka_exp,Kafka_proyectos,Kafka_principal,RabbitMQ_exp,RabbitMQ_proyectos,RabbitMQ_principal,Elasticsearch_exp,Elasticsearch_proyectos,Elasticsearch_principal,Linux_exp,Linux_proyectos,Linux_principal
84,Xavier,Padilla,xavier.padilla@empresa.com,"Vial Aurora Bernal 84, Huesca, 46001",+34 988901584,Toledo,1988-01-13,2021-05-24,91404.64,Frontend,SSR,11,True,False,False,23,0,40,0,0,False,6,14,True,0,0,False,2,2,True,0,0,False,3,6,False,0,0,False,0,0,False,0,0,False,6,15,False,0,0,False,2,12,False,0,0,False,0,0,False,3,4,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,15,False,0,0,False,0,0,False,0,0,False,0,0,False,7,16,False,0,0,False,0,0,False,3,4,True,0,0,False
85,Angelino,Santamaría,angelino.santamaría@empresa.com,"Pasadizo Teodosio Boix 77, Lugo, 15249",+34862914674,Cáceres,1990-05-06,2015-12-05,42445.57,DevOps,SR,11,False,True,False,11,4,12,7,15,True,0,0,False,0,0,False,2,9,False,1,17,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,6,17,True,0,0,False,0,0,False,0,0,False,7,8,False,0,0,False,6,13,True,0,0,False,9,20,True,0,0,False,1,6,False,8,6,True,8,11,True,0,0,False,0,0,False,0,0,False
86,Enrique,Soto,enrique.soto@empresa.com,"Ronda Jessica Izaguirre 982, Ávila, 15518",+34 842 547 283,Granada,1994-01-20,2022-01-10,90831.52,QA,SR,7,False,True,True,16,2,183,2,13,False,0,0,False,1,18,True,2,20,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,18,True,0,0,False,0,0,False,0,0,False,8,11,False,1,8,False,0,0,False,0,0,False,6,18,False,0,0,False,6,15,True,0,0,False,0,0,False,0,0,False,0,0,False,2,8,True,0,0,False,6,12,False,0,0,False,9,17,False,2,2,True
87,Marcela,Reig,marcela.reig@empresa.com,"Ronda de Paz Tapia 32 Puerta 8 , Ourense, 03552",+34 881 723 616,Lugo,1964-04-18,2016-11-23,119101.31,Diseño,JR,5,True,True,True,14,9,179,0,0,False,10,4,False,0,0,False,8,19,True,0,0,False,0,0,False,8,1,True,0,0,False,0,0,False,0,0,False,9,14,False,0,0,False,0,0,False,9,6,True,3,4,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,10,20,False,0,0,False,9,13,False,0,0,False,0,0,False,10,8,False,7,11,False,0,0,False,0,0,False,0,0,False,8,5,True
88,Eufemia,Revilla,eufemia.revilla@empresa.com,"Avenida Pánfilo Canet 848, Guadalajara, 01924",+34 926 61 96 38,Asturias,2003-02-23,2020-09-25,136372.42,QA,SSR,14,False,True,True,22,4,37,0,0,False,0,0,False,0,0,False,0,0,False,3,17,False,0,0,False,0,0,False,0,0,False,0,0,False,2,12,False,0,0,False,10,19,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,10,False,0,0,False,1,17,True,1,13,True,0,0,False,0,0,False,0,0,False,0,0,False,1,2,True,0,0,False,5,6,False,0,0,False
89,Teófila,Ferrando,teófila.ferrando@empresa.com,"Ronda de Nilda Pallarès 36 Apt. 97 , Zaragoza, 21569",+34 947651537,Barcelona,1959-12-16,2016-05-15,130725.82,Scrum Master,JR,13,True,False,False,30,10,180,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,13,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,10,True,0,0,False,7,13,False,0,0,False,6,18,True,0,0,False,1,9,True,0,0,False,0,0,False,0,0,False,10,15,True,0,0,False,0,0,False,0,0,False
90,Magdalena,Sabater,magdalena.sabater@empresa.com,"Rambla Julie Muro 32 Puerta 0 , Lleida, 03595",+34824 162 637,Lleida,1989-03-26,2020-01-17,115145.45,Arquitecto,SR,9,True,True,False,29,3,169,0,0,False,9,9,True,3,19,False,1,11,False,0,0,False,3,2,True,0,0,False,0,0,False,6,20,True,0,0,False,0,0,False,0,0,False,10,10,False,10,18,False,0,0,False,0,0,False,2,11,True,0,0,False,0,0,False,0,0,False,0,0,False,3,17,True,0,0,False,9,6,False,0,0,False,0,0,False,0,0,False,9,18,False,0,0,False,0,0,False,2,12,True
91,Pastora,Lladó,pastora.lladó@empresa.com,"Acceso de Otilia Ocaña 659, Cáceres, 02990",+34 875377856,Baleares,1982-05-28,2019-10-02,69826.02,Arquitecto,SSR,4,False,True,True,1,6,172,0,0,False,1,17,False,0,0,False,9,17,False,0,0,False,0,0,False,0,0,False,8,2,False,4,11,True,2,6,True,2,7,True,7,4,True,9,14,True,0,0,False,3,1,False,0,0,False,0,0,False,0,0,False,0,0,False,6,2,True,2,2,True,5,18,True,0,0,False,0,0,False,0,0,False,0,0,False,10,8,False,7,13,False,7,14,False,0,0,False,0,0,False
92,Joan,Parejo,joan.parejo@empresa.com,"Pasadizo Octavio Chico 7 Apt. 10 , Huelva, 25238",+34 941824075,Madrid,1999-08-19,2023-12-15,44196.69,Backend,SR,12,True,True,True,7,6,165,0,0,False,0,0,False,8,13,False,1,16,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,9,8,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,7,18,False,0,0,False,0,0,False,3,10,False,0,0,False,1,18,True,0,0,False,0,0,False,2,2,True,10,20,False,0,0,False,9,18,True,0,0,False,5,7,False,0,0,False
93,Juana,Fuertes,juana.fuertes@empresa.com,"Rambla Adán Somoza 421, La Coruña, 03761",+34986985892,La Rioja,1973-07-31,2025-02-05,132175.06,Fullstack,JR,3,True,False,True,11,7,115,0,0,False,9,15,True,0,0,False,0,0,False,0,0,False,5,3,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,2,7,False,0,0,False,0,0,False,6,12,True,0,0,False,0,0,False,4,4,False,10,3,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
94,María Luisa,Carrión,maría luisa.carrión@empresa.com,"Vial Ismael Coll 21 Puerta 8 , Guadalajara, 12308",+34988539856,Sevilla,1991-07-28,2024-05-22,69401.53,Scrum Master,SR,10,True,False,False,21,2,93,6,5,False,0,0,False,0,0,False,0,0,False,0,0,False,8,15,False,0,0,False,6,10,False,9,4,True,0,0,False,10,3,False,0,0,False,0,0,False,3,18,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,5,3,True,0,0,False,1,17,True,10,19,False,0,0,False,10,7,True,0,0,False,9,9,False,0,0,False,0,0,False,0,0,False
95,Fernando,Canals,fernando.canals@empresa.com,"Pasaje Luz Alcolea 88, Pontevedra, 14275",+34981 00 94 88,Segovia,1961-09-12,2020-01-12,77099.8,Scrum Master,JR,8,True,False,False,12,5,124,10,19,True,0,0,False,0,0,False,0,0,False,8,12,True,4,16,True,0,0,False,2,9,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,4,2,True,0,0,False,9,12,False,0,0,False,0,0,False,8,15,True,0,0,False,1,11,True,0,0,False,9,9,False,0,0,False,10,18,True,7,13,False,10,3,False,0,0,False,7,8,False,0,0,False
96,Anastasio,Bustos,anastasio.bustos@empresa.com,"Paseo Adelia Guzman 459, Alicante, 42858",+34831 608 348,Albacete,1979-05-23,2023-03-19,125118.89,Backend,SR,15,True,False,True,6,4,46,0,0,False,0,0,False,6,20,True,0,0,False,4,14,False,2,16,False,8,7,True,0,0,False,7,1,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,1,5,True,0,0,False,0,0,False,0,0,False,3,17,True,0,0,False,0,0,False,0,0,False,10,5,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
97,Luciano,Monreal,luciano.monreal@empresa.com,"C. Domitila Pla 3 Apt. 14 , Girona, 48425",+34945 82 29 42,Lugo,1982-05-24,2017-09-04,91996.88,Diseño,SR,10,True,False,True,6,7,157,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,10,5,True,0,0,False,10,17,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,3,11,False,10,19,True,4,13,False,0,0,False,0,0,False,0,0,False,3,4,True,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,4,17,False,3,20,True,0,0,False,0,0,False
98,Dominga,Viñas,dominga.viñas@empresa.com,"Vial de Amparo Cuervo 98, Pontevedra, 12292",+34 925 567 602,Huelva,1993-05-01,2022-06-11,101977.66,QA,SR,13,True,True,False,6,5,143,7,8,False,7,12,True,0,0,False,0,0,False,7,5,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,8,8,True,0,0,False,5,20,False,0,0,False,0,0,False,5,7,True,1,19,True,0,0,False,9,1,False,4,11,False,6,4,True,7,19,False,5,18,False,10,12,False,0,0,False,7,7,False,0,0,False,9,18,False,0,0,False,0,0,False
99,Plácido,Campoy,plácido.campoy@empresa.com,"Callejón de Javi Duran 39, Salamanca, 43994",+34 944 784 020,Castellón,1977-04-22,2017-02-12,96589.36,Scrum Master,SSR,10,False,False,True,17,0,188,0,0,False,7,1,True,0,0,False,3,16,False,0,0,False,2,3,False,4,12,True,10,2,False,0,0,False,0,0,False,7,20,False,0,0,False,10,2,True,0,0,False,8,15,True,0,0,False,4,17,False,4,2,True,0,0,False,0,0,False,0,0,False,0,0,False,10,6,True,6,8,True,3,3,False,7,12,False,0,0,False,0,0,False,0,0,False,0,0,False,7,19,True
100,Alex,Acero,alex.acero@empresa.com,"Vial de Eliseo Cerezo 6, Lugo, 40693",+34888360692,Huelva,1984-08-27,2022-04-08,114434.63,Frontend,SR,5,False,False,False,3,6,162,7,17,True,0,0,False,0,0,False,0,0,False,0,0,False,9,3,False,6,4,False,0,0,False,9,19,False,0,0,False,0,0,False,0,0,False,8,13,False,0,0,False,4,11,False,0,0,False,0,0,False,0,0,False,8,19,True,8,4,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
